Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,search
515,1.39149E+18,5/9/2021 20:25,look like legit traders include this chat and making profits. free check out now..  $loma $dzsi $lac $voxx $swbi $yang $bma $cyd $bbq $crk $clpr $unfi $ggal $gs $live $expi $elp $arco $egrx $ora $nvta $amwl $vgr $cfb $dkng  $aapl $msft $amzn $goog $googl  https://t.co/aknll9s1k3,en,[],"['loma', 'dzsi', 'lac', 'voxx', 'swbi', 'yang', 'bma', 'cyd', 'bbq', 'crk', 'clpr', 'unfi', 'ggal', 'gs', 'live', 'expi', 'elp', 'arco', 'egrx', 'ora', 'nvta', 'amwl', 'vgr', 'cfb', 'dkng', 'aapl', 'msft', 'amzn', 'goog', 'googl']",FALSE,0,0,0,$GOOG
516,1.39149E+18,5/9/2021 20:21,"most winning trading chat!!! for a limited time, we are opening our trading chatroom to the public!   $yang $bma $cyd $bbq $crk $clpr $unfi $ggal $gs $live $expi $elp $arco $egrx $ora $nvta $amwl $vgr $cfb $aapl $msft $amzn $goog $googl $baba $fb $pton  https://t.co/eutqyufo02",en,[],"['yang', 'bma', 'cyd', 'bbq', 'crk', 'clpr', 'unfi', 'ggal', 'gs', 'live', 'expi', 'elp', 'arco', 'egrx', 'ora', 'nvta', 'amwl', 'vgr', 'cfb', 'aapl', 'msft', 'amzn', 'goog', 'googl', 'baba', 'fb', 'pton']",FALSE,0,0,0,$GOOG
517,1.39149E+18,5/9/2021 20:09,clubhouse launches android app as iphone downloads plunge  related tickers: $msft $goog $tsla $twtr $fb $spot $googl read more at:  https://t.co/jb74xg6i6p,en,[],"['msft', 'goog', 'tsla', 'twtr', 'fb', 'spot', 'googl']",FALSE,0,0,0,$GOOG
518,1.39148E+18,5/9/2021 19:58,clubhouse launches android app as iphone downloads plunge $googl $goog $twtr $spot $msft  https://t.co/dpn91e5uez,en,[],"['googl', 'goog', 'twtr', 'spot', 'msft']",FALSE,0,0,0,$GOOG
519,1.39148E+18,5/9/2021 19:28,i've  made 36k  with them . if you really want to make a huge profit on trading .... choose this professional chat:    $tsla $nkla $roku $aapl $jpm $amzn $msft $zm $fb $nvda $dal $amd $rmti $slv $hsbc $bac $clsk $ilmn $qqq $ba $ual $aal $tqqq $mvis $goog $xle  https://t.co/jk7quaw0tn,en,[],"['tsla', 'nkla', 'roku', 'aapl', 'jpm', 'amzn', 'msft', 'zm', 'fb', 'nvda', 'dal', 'amd', 'rmti', 'slv', 'hsbc', 'bac', 'clsk', 'ilmn', 'qqq', 'ba', 'ual', 'aal', 'tqqq', 'mvis', 'goog', 'xle']",FALSE,1,0,1,$GOOG
520,1.39147E+18,5/9/2021 18:54,the default will be to extrapolate story of @aol and @yahoo to $fb and $goog but think that's a mistake.  1st mover advantage is sometimes a disadvantage and current platforms have such scale that only thing to break it is gov't action - which is coming...  https://t.co/oyrnuvp9rb,en,[],"['fb', 'goog']",FALSE,2,2,0,$GOOG
521,1.39146E+18,5/9/2021 18:40,$aapl $goog $gld $qqq $spy $vff $tlry $kbh $len $ge $t $f $gm $tsla $htsc $grnf $mtch $riot $mara $irrzf $koan $intc $ibo $fb  best discord group for the traders join here  https://t.co/whvnodgobz,en,[],"['aapl', 'goog', 'gld', 'qqq', 'spy', 'vff', 'tlry', 'kbh', 'len', 'ge', 't', 'f', 'gm', 'tsla', 'htsc', 'grnf', 'mtch', 'riot', 'mara', 'irrzf', 'koan', 'intc', 'ibo', 'fb']",FALSE,0,0,0,$GOOG
522,1.39146E+18,5/9/2021 18:38,$spy $qqq $ndx $dia $iwm $nflx $fb $intc $smh $aapl $nvda $tsla $es $ym $amzn $ba $gs $jpm $ibm $lrcx $c $goog  stay at home safe and earn money at home by trading marketplace safe. click here:  https://t.co/ip3aqv78ld,en,[],"['spy', 'qqq', 'ndx', 'dia', 'iwm', 'nflx', 'fb', 'intc', 'smh', 'aapl', 'nvda', 'tsla', 'es', 'ym', 'amzn', 'ba', 'gs', 'jpm', 'ibm', 'lrcx', 'c', 'goog']",FALSE,0,0,0,$GOOG
523,1.39146E+18,5/9/2021 18:31,get instant updates and free trials join here   $amc $gme $nok  $spy $rh $bb $rkt $aapl $aal $nakd $sol $dal $m $tsla $slv $x $fb $pt $nio $koss $spy $twtr $amzn $goog $tsla $googl  https://t.co/knrqqtgfnx,en,[],"['amc', 'gme', 'nok', 'spy', 'rh', 'bb', 'rkt', 'aapl', 'aal', 'nakd', 'sol', 'dal', 'm', 'tsla', 'slv', 'x', 'fb', 'pt', 'nio', 'koss', 'spy', 'twtr', 'amzn', 'goog', 'tsla', 'googl']",FALSE,0,0,0,$GOOG
524,1.39146E+18,5/9/2021 18:15,4 top #streamingstocks to watch in may @themotleyfool #stocks $nflx $dis $disck $roku $disca  https://t.co/jfklunwjqu $disca $viac $amcx $cmcsa $foxa $amzn $dis $aapl $goog,en,"['streamingstocks', 'stocks']","['nflx', 'dis', 'disck', 'roku', 'disca', 'disca', 'viac', 'amcx', 'cmcsa', 'foxa', 'amzn', 'dis', 'aapl', 'goog']",FALSE,0,0,0,$GOOG
525,1.39145E+18,5/9/2021 18:00,notable activity on social media recently for  $spot - up $baba - up $sfm - up $nl - down $ipof - up $eth - up $rkt - up $t - up $goog - down $gpro - down,en,[],"['spot', 'baba', 'sfm', 'nl', 'ipof', 'eth', 'rkt', 't', 'goog', 'gpro']",FALSE,1,0,0,$GOOG
526,1.39145E+18,5/9/2021 17:52,#musicnews360 #biden #trump #hiphop #hiphopmusic #rap #rapmusic #trap #trapmusic #wshh #flintmichigan #detroit #lansing #grandrapids #michigan $aapl $amzn $fb $gme $goog $sqqq $tsla #letsgochamp @thecannonbriggs    https://t.co/zqiq3a0pau  https://t.co/oyuiiutl0d,en,"['musicnews360', 'biden', 'trump', 'hiphop', 'hiphopmusic', 'rap', 'rapmusic', 'trap', 'trapmusic', 'wshh', 'flintmichigan', 'detroit', 'lansing', 'grandrapids', 'michigan', 'letsgochamp']","['aapl', 'amzn', 'fb', 'gme', 'goog', 'sqqq', 'tsla']",FALSE,1,0,4,$GOOG
527,1.39145E+18,5/9/2021 17:46,welcome to our chatroom of traders  $spy $es_f $ba $clvs $srne $dvax $acb $ostk $tril $lk $codx $save $gsx $ino $kss $penn $nvax $coin $bynd $aal $eurn $gps $tsla $ccl $bili $cvna $dal $pton $twtr $iq $roku $fb $nflx $goog $gild $mark $nak $vtiq $cgc $bb $jmp  https://t.co/3qmjy8o7gb,en,[],"['spy', 'es_f', 'ba', 'clvs', 'srne', 'dvax', 'acb', 'ostk', 'tril', 'lk', 'codx', 'save', 'gsx', 'ino', 'kss', 'penn', 'nvax', 'coin', 'bynd', 'aal', 'eurn', 'gps', 'tsla', 'ccl', 'bili', 'cvna', 'dal', 'pton', 'twtr', 'iq', 'roku', 'fb', 'nflx', 'goog', 'gild', 'mark', 'nak', 'vtiq', 'cgc', 'bb', 'jmp']",FALSE,1,0,0,$GOOG
528,1.39145E+18,5/9/2021 17:42,$btc $eth $link $xtz $ada $vet $knc $sxp $twtr $es $jd $baba $bidu $tme $tsla  $spy $qqq $dis $tsla $shop $amd $aapl $sq $amzn  $ea $sedg $ma $v $ko $pypl $rcl $goog $nkla $dkng $hd $roku $nflx $fb  $gild $vxx $msft  thanks to the discord group for the traders 🙏  https://t.co/bonz5sxlzu,en,[],"['btc', 'eth', 'link', 'xtz', 'ada', 'vet', 'knc', 'sxp', 'twtr', 'es', 'jd', 'baba', 'bidu', 'tme', 'tsla', 'spy', 'qqq', 'dis', 'tsla', 'shop', 'amd', 'aapl', 'sq', 'amzn', 'ea', 'sedg', 'ma', 'v', 'ko', 'pypl', 'rcl', 'goog', 'nkla', 'dkng', 'hd', 'roku', 'nflx', 'fb', 'gild', 'vxx', 'msft']",FALSE,0,0,0,$GOOG
529,1.39145E+18,5/9/2021 17:37,get instant updates and free trials join here   $amc $gme $nok  $spy $rh $bb $rkt $aapl $aal $nakd $sol $dal $m $tsla $slv $x $fb $pt $nio $koss $spy $twtr $amzn $goog $tsla  https://t.co/wn1te4rfbc,en,[],"['amc', 'gme', 'nok', 'spy', 'rh', 'bb', 'rkt', 'aapl', 'aal', 'nakd', 'sol', 'dal', 'm', 'tsla', 'slv', 'x', 'fb', 'pt', 'nio', 'koss', 'spy', 'twtr', 'amzn', 'goog', 'tsla']",FALSE,1,0,0,$GOOG
530,1.39143E+18,5/9/2021 16:37,i've  made 36k  with them . if you really want to make a huge profit on trading .... choose this professional chat:    $tsla $nkla $roku $aapl $jpm $amzn $msft $zm $fb $nvda $dal $amd $rmti $slv $hsbc $bac $clsk $ilmn $qqq $ba $ual $aal $tqqq $mvis $goog  https://t.co/y39ahhn3ot,en,[],"['tsla', 'nkla', 'roku', 'aapl', 'jpm', 'amzn', 'msft', 'zm', 'fb', 'nvda', 'dal', 'amd', 'rmti', 'slv', 'hsbc', 'bac', 'clsk', 'ilmn', 'qqq', 'ba', 'ual', 'aal', 'tqqq', 'mvis', 'goog']",FALSE,0,0,0,$GOOG
531,1.39143E+18,5/9/2021 16:18,this morning's market report just sent. have a great weekend!  $spy $spx $djia $qqq $iwm $vix $aapl $goog $xom $intc $ibm $gld $slv $abnb $spot $amzn $spot  https://t.co/et9nwinrl8,en,[],"['spy', 'spx', 'djia', 'qqq', 'iwm', 'vix', 'aapl', 'goog', 'xom', 'intc', 'ibm', 'gld', 'slv', 'abnb', 'spot', 'amzn', 'spot']",FALSE,0,0,0,$GOOG
532,1.39142E+18,5/9/2021 16:00,"i was assigned 2 short calls months ago and continue to hold -200 $csco through dividends and all. have been selling covered calls offsetting divs. fundamentally i am convinced it will correct back down to $40s: old incumbent, saturated market/huawei, $amzn $goog have custom sdns",en,[],"['csco', 'amzn', 'goog']",FALSE,3,1,0,$GOOG
533,1.39142E+18,5/9/2021 15:47,"@liviamcapital @ricksalin @noonsixcap @pigeonmgmt what do you figure $fb and $goog are worth? not what they are selling for, but what are they worth?",en,[],"['fb', 'goog']",FALSE,6,0,0,$GOOG
534,1.39142E+18,5/9/2021 15:34,@cjoppel $msft $goog $amzn $snow $now $crm,en,[],"['msft', 'goog', 'amzn', 'snow', 'now', 'crm']",FALSE,3,1,0,$GOOG
535,1.39142E+18,5/9/2021 15:34,"most active trading group 💯   alerts,analysis stocks ☑️ options ✅ day trading ✅ swing trading ☑️  🔥 $spy $tsla $shop $amzn $nvda $roku $ebay $amd $bb $dal $dow $qqq $znga $aapl $ese $spce $fcel $trip $spx $nok $oxy $goog $crm $ba $wkhs $ino $twtr  https://t.co/gsqb1dgcww",en,[],"['spy', 'tsla', 'shop', 'amzn', 'nvda', 'roku', 'ebay', 'amd', 'bb', 'dal', 'dow', 'qqq', 'znga', 'aapl', 'ese', 'spce', 'fcel', 'trip', 'spx', 'nok', 'oxy', 'goog', 'crm', 'ba', 'wkhs', 'ino', 'twtr']",FALSE,0,0,0,$GOOG
536,1.39142E+18,5/9/2021 15:33,look like legit traders include this chat and making profits. free check out now..  $loma $dzsi $lac $voxx $swbi $yang $bma $cyd $bbq $crk $clpr $unfi $ggal $gs $live $expi $elp $arco $egrx $ora $nvta $amwl $vgr $cfb $sklz  $aapl $msft $amzn $goog $googl  https://t.co/kme63jgpqh,en,[],"['loma', 'dzsi', 'lac', 'voxx', 'swbi', 'yang', 'bma', 'cyd', 'bbq', 'crk', 'clpr', 'unfi', 'ggal', 'gs', 'live', 'expi', 'elp', 'arco', 'egrx', 'ora', 'nvta', 'amwl', 'vgr', 'cfb', 'sklz', 'aapl', 'msft', 'amzn', 'goog', 'googl']",FALSE,0,0,0,$GOOG
537,1.39141E+18,5/9/2021 15:29,"most winning trading chat!!! for a limited time, we are opening our trading chatroom to the public!   $yang $bma $cyd $bbq $crk $clpr $unfi $ggal $gs $live $expi $elp $arco $egrx $ora $nvta $amwl $vgr $cfb $aapl $msft $amzn $goog $googl $baba $fb $cat  https://t.co/hmrnvgorci",en,[],"['yang', 'bma', 'cyd', 'bbq', 'crk', 'clpr', 'unfi', 'ggal', 'gs', 'live', 'expi', 'elp', 'arco', 'egrx', 'ora', 'nvta', 'amwl', 'vgr', 'cfb', 'aapl', 'msft', 'amzn', 'goog', 'googl', 'baba', 'fb', 'cat']",FALSE,0,0,0,$GOOG
538,1.39141E+18,5/9/2021 15:12,"@1maincapital i already don't use $fb, $aapl and $goog, limited use of $msft and close to no $amzn (perhaps 1 time per year if at all) so i'm comfortable giving them all up.",en,[],"['fb', 'aapl', 'goog', 'msft', 'amzn']",FALSE,2,0,0,$GOOG
539,1.39141E+18,5/9/2021 14:58,clubhouse launches android app as downloads plummet $goog $fb $aapl  https://t.co/4q7afwnfft,en,[],"['goog', 'fb', 'aapl']",FALSE,1,0,1,$GOOG
540,1.3914E+18,5/9/2021 14:44,@ricksalin @noonsixcap @pigeonmgmt i don’t know. i’m pretty transparent with what i own. 40%+ of my portfolio is $fb &amp; $goog. i’ve been an advertiser for more than a decade so i understand the competitive position well. i have a well defined circle of competence and i stay there.,en,[],"['fb', 'goog']",FALSE,10,3,0,$GOOG
541,1.3914E+18,5/9/2021 14:36,"most active trading group 💯   alerts,analysis stocks ☑️ options ✅ day trading ✅ swing trading ☑️  🔥 $spy $tsla $shop $amzn $nvda $roku $ebay $amd $bb $dal $dow $qqq $znga $aapl $ese $spce $fcel $trip $spx $nok $oxy $goog $crm $ba $wkhs $ino $twtr $cat  https://t.co/ximtvgmf7w",en,[],"['spy', 'tsla', 'shop', 'amzn', 'nvda', 'roku', 'ebay', 'amd', 'bb', 'dal', 'dow', 'qqq', 'znga', 'aapl', 'ese', 'spce', 'fcel', 'trip', 'spx', 'nok', 'oxy', 'goog', 'crm', 'ba', 'wkhs', 'ino', 'twtr', 'cat']",FALSE,0,0,0,$GOOG
542,1.3914E+18,5/9/2021 14:35,look like legit traders include this chat and making profits. free check out now..  $loma $dzsi $lac $voxx $swbi $yang $bma $cyd $bbq $crk $clpr $unfi $ggal $gs $live $expi $elp $arco $egrx $ora $nvta $amwl $vgr $cfb $pfe  $aapl $msft $amzn $goog $googl  https://t.co/j1vnlhsdq3,en,[],"['loma', 'dzsi', 'lac', 'voxx', 'swbi', 'yang', 'bma', 'cyd', 'bbq', 'crk', 'clpr', 'unfi', 'ggal', 'gs', 'live', 'expi', 'elp', 'arco', 'egrx', 'ora', 'nvta', 'amwl', 'vgr', 'cfb', 'pfe', 'aapl', 'msft', 'amzn', 'goog', 'googl']",FALSE,0,0,0,$GOOG
543,1.3914E+18,5/9/2021 14:34,"great episode of #wealthtrack last week with damon ficklin from the team at @polencapital, quality pays off. he talks $nke $adyy $ma $v $sbux $adbe $baba $abt $acn $pypl $msft $tcehy $orcl $goog $fb #investing @consuelomack   https://t.co/1jjqwq0yxl",en,"['wealthtrack', 'investing']","['nke', 'adyy', 'ma', 'v', 'sbux', 'adbe', 'baba', 'abt', 'acn', 'pypl', 'msft', 'tcehy', 'orcl', 'goog', 'fb']",FALSE,0,1,0,$GOOG
544,1.3914E+18,5/9/2021 14:31,i've  made 36k  with them . if you really want to make a huge profit on trading .... choose this professional chat:    $tsla $nkla $roku $aapl $jpm $amzn $msft $zm $fb $nvda $dal $amd $rmti $slv $hsbc $bac $clsk $ilmn $qqq $ba $ual $aal $tqqq $mvis $goog $w  https://t.co/kjdlz2ayem,en,[],"['tsla', 'nkla', 'roku', 'aapl', 'jpm', 'amzn', 'msft', 'zm', 'fb', 'nvda', 'dal', 'amd', 'rmti', 'slv', 'hsbc', 'bac', 'clsk', 'ilmn', 'qqq', 'ba', 'ual', 'aal', 'tqqq', 'mvis', 'goog', 'w']",FALSE,0,0,0,$GOOG
545,1.39139E+18,5/9/2021 13:53,inside weeks - $goog $fb $sbux $fang $pii $colm $dlr $cnp $man $rmd,en,[],"['goog', 'fb', 'sbux', 'fang', 'pii', 'colm', 'dlr', 'cnp', 'man', 'rmd']",FALSE,52,4,4,$GOOG
546,1.39139E+18,5/9/2021 13:34,"most winning trading chat!!! for a limited time, we are opening our trading chatroom to the public!   $yang $bma $cyd $bbq $crk $clpr $unfi $ggal $gs $live $expi $elp $arco $egrx $ora $nvta $amwl $vgr $cfb $aapl $msft $amzn $goog $googl $baba $fb $pton  https://t.co/ab3ip1rv24",en,[],"['yang', 'bma', 'cyd', 'bbq', 'crk', 'clpr', 'unfi', 'ggal', 'gs', 'live', 'expi', 'elp', 'arco', 'egrx', 'ora', 'nvta', 'amwl', 'vgr', 'cfb', 'aapl', 'msft', 'amzn', 'goog', 'googl', 'baba', 'fb', 'pton']",FALSE,0,0,0,$GOOG
547,1.39138E+18,5/9/2021 13:28,join the most profitable trading group   $goog $aapl $spy $amzn $tdoc $tsla $cost $ba $nflx $nvda $twtr $zm $baba $fb $dow $msft $qqq $bb $tsla $ayro $nkla $save $vrm $tril  $bbar $stng $gluu $znga $aal $cacc $ese $spce $fcel $trip $bynd $mrna $xle  https://t.co/jrt2pftugn,en,[],"['goog', 'aapl', 'spy', 'amzn', 'tdoc', 'tsla', 'cost', 'ba', 'nflx', 'nvda', 'twtr', 'zm', 'baba', 'fb', 'dow', 'msft', 'qqq', 'bb', 'tsla', 'ayro', 'nkla', 'save', 'vrm', 'tril', 'bbar', 'stng', 'gluu', 'znga', 'aal', 'cacc', 'ese', 'spce', 'fcel', 'trip', 'bynd', 'mrna', 'xle']",FALSE,1,0,0,$GOOG
548,1.39138E+18,5/9/2021 13:25,alerts and updates and free trials join here   $tsla $spy $ba $gme $wmt $bby $qqq $td $s $nio $d $amc $rkt $itm $dis $gm $shop $riot $tgt $f $orcl $pltr $wb $goog $aapl $roku  https://t.co/9areld60qc,en,[],"['tsla', 'spy', 'ba', 'gme', 'wmt', 'bby', 'qqq', 'td', 's', 'nio', 'd', 'amc', 'rkt', 'itm', 'dis', 'gm', 'shop', 'riot', 'tgt', 'f', 'orcl', 'pltr', 'wb', 'goog', 'aapl', 'roku']",FALSE,1,0,0,$GOOG
549,1.39138E+18,5/9/2021 13:12,want to rule the world? invest in ai $goog $googl $msft $pltr $tcehy  https://t.co/mccdlphbtq,en,[],"['goog', 'googl', 'msft', 'pltr', 'tcehy']",FALSE,0,0,0,$GOOG
550,1.39138E+18,5/9/2021 13:11,$goog $googl $msft new article : want to rule the world? invest in ai  https://t.co/zu9o1orsfp get all the latest $goog related news here :  https://t.co/cboanl2bcm,en,[],"['goog', 'googl', 'msft', 'goog']",FALSE,0,0,0,$GOOG
551,1.39138E+18,5/9/2021 13:01,$goog twitter sentiment on 8 may 2021 was: ▒ positive 40.4% █ negative 11.9% ░ neutral 47.7% ▒▒▒▒▒▒▒▒██░░░░░░░░░░,en,[],['goog'],FALSE,0,0,0,$GOOG
552,1.39137E+18,5/9/2021 12:15,$alxn $azn $goog new article : 5 unbeatable stocks to buy for a biden bull market  https://t.co/tlo08qxhgr get all the latest $alxn related news here :  https://t.co/rzomzs20e8  https://t.co/b0hv3kbx2d,en,[],"['alxn', 'azn', 'goog', 'alxn']",FALSE,0,0,0,$GOOG
553,1.39134E+18,5/9/2021 10:26,long $fb &amp; $goog   data form the economist!,en,[],"['fb', 'goog']",FALSE,0,0,1,$GOOG
554,1.39134E+18,5/9/2021 10:26,by 9%! the main beneficiaries are $goog (q1 ad revenue +34%) and $fb (q1 ad revenue +46%)! its not the first attempt of privacy protection: since 2020 apple’s safari web browser blocks the “cookies” that advertisers use to see what people get up to online. google has similar...,en,[],"['goog', 'fb']",FALSE,0,1,1,$GOOG
555,1.39132E+18,5/9/2021 9:23,"1.@google ,2.@ferrari &amp; 3.@enphase   these 3 companies will give @tesla a run for its money @themotleyfool #stocks $tsla $googl $enph $goog $race $stla  https://t.co/liq9dytqwq",en,['stocks'],"['tsla', 'googl', 'enph', 'goog', 'race', 'stla']",FALSE,1,1,2,$GOOG
556,1.39132E+18,5/9/2021 9:13,@growthinvestor1 @saxena_puru $goog earnings are projected to rise significantly in the next 4-5 years. so i don't think they will be hit.,en,[],['goog'],FALSE,2,1,0,$GOOG
557,1.39131E+18,5/9/2021 8:51,rt @polarbeer11: quick portfolio update  $rsi 19.5% $sint 12% $evo 11% $pexip 10% $inmd 6% $angl 6% $plejd 6% $pric 5% $note 5% $kambi 3% $amzn 3% $msft 2% $goog 2% plus a bunch of smaller positions and some liquidity,en,[],"['rsi', 'sint', 'evo', 'pexip', 'inmd', 'angl', 'plejd', 'pric', 'note', 'kambi', 'amzn', 'msft', 'goog']",FALSE,1,0,1,$GOOG
558,1.3913E+18,5/9/2021 8:10,quick portfolio update  $rsi 19.5% $sint 12% $evo 11% $pexip 10% $inmd 6% $angl 6% $plejd 6% $pric 5% $note 5% $kambi 3% $amzn 3% $msft 2% $goog 2% plus a bunch of smaller positions and some liquidity,en,[],"['rsi', 'sint', 'evo', 'pexip', 'inmd', 'angl', 'plejd', 'pric', 'note', 'kambi', 'amzn', 'msft', 'goog']",FALSE,6,1,0,$GOOG
559,1.39127E+18,5/9/2021 5:38,@scottwapnercnbc can you take $goog seriously whilst the market 🚀’s gme? of course,en,[],['goog'],FALSE,1,0,0,$GOOG
560,1.39126E+18,5/9/2021 5:02,"$goog there are some interesting stocks that are getting way undervalued by analysts  -  which oversold stock  this  week will break out?, is it bargain hunting time - rsi  reflecting possible bull runs!!   https://t.co/sq86jqjlav",en,[],['goog'],FALSE,1,0,0,$GOOG
561,1.39124E+18,5/9/2021 3:55,"she has a 76.15% winning rate out of 369 trades since inception while keeping her max drawdown within 15%. frequently traded stocks, $aapl, $goog, $msft have amazing win rates as shown. #stocks #trading #investing  https://t.co/qrzi5xm7yw",en,"['stocks', 'trading', 'investing']","['aapl', 'goog', 'msft']",FALSE,1,0,1,$GOOG
562,1.39124E+18,5/9/2021 3:48,@shortsqzz @ddabas13 $onds extraordinarily risky. a company that makes $8m/year shouldn’t trade on financial markets for $200m. they have a decent amount of debt too. this may be worth more in a few years but i think you’ll find better returns with far less risk elsewhere like $fb $aapl $goog $amzn,en,[],"['onds', 'fb', 'aapl', 'goog', 'amzn']",FALSE,0,0,1,$GOOG
563,1.39123E+18,5/9/2021 3:18,$btc $eth $link $xtz $ada $vet $knc $sxp $twtr $es $jd $baba $bidu $tme  $spy $qqq $dis $tsla $shop $amd $aapl $sq $amzn  $ea $sedg $ma $v $ko $pypl $rcl $goog $nkla $dkng $hd $roku $nflx $fb  $gld $vxx $msft  thanks to the discord group for the traders 🙏  https://t.co/tvqv0r5uzt,en,[],"['btc', 'eth', 'link', 'xtz', 'ada', 'vet', 'knc', 'sxp', 'twtr', 'es', 'jd', 'baba', 'bidu', 'tme', 'spy', 'qqq', 'dis', 'tsla', 'shop', 'amd', 'aapl', 'sq', 'amzn', 'ea', 'sedg', 'ma', 'v', 'ko', 'pypl', 'rcl', 'goog', 'nkla', 'dkng', 'hd', 'roku', 'nflx', 'fb', 'gld', 'vxx', 'msft']",FALSE,0,0,0,$GOOG
564,1.39122E+18,5/9/2021 2:42,"@kristalynquam @matthewmccall @shibainucoin in two years there will be a total of 137 billion $doge.   if you think it's hitting a market cap of 1.3 trillion($10) to 2.7 trillion($20) you're a genuine clown.   by your assertion, doge is worth more than:  $aapl $msft $goog $amzn   stop pumping your shitcoin, 🤡.",en,[],"['doge', 'aapl', 'msft', 'goog', 'amzn']",FALSE,2,1,0,$GOOG
565,1.3912E+18,5/9/2021 1:31,e shapiro media chart $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm $quibi $prime $hulu $pluto $tubi $hbo $fb $baba $bidu $iq $twtr $fubo $ea $atvi $msft  https://t.co/1zklf54pqb,en,[],"['viac', 'cmcsa', 'dis', 'nflx', 'aapl', 't', 'sne', 'roku', 'amzn', 'disca', 'lgf', 'twtr', 'fox', 'fb', 'goog', 'snap', 'stx', 'mgm', 'quibi', 'prime', 'hulu', 'pluto', 'tubi', 'hbo', 'fb', 'baba', 'bidu', 'iq', 'twtr', 'fubo', 'ea', 'atvi', 'msft']",FALSE,1,0,2,$GOOG
566,1.3912E+18,5/9/2021 1:30,entertaining gen z could be a problem for hollywood  $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm $quibi $prime $hulu $pluto $tubi $hbo $fb $baba $bidu $iq $twtr $fubo $ea $atvi $msft  https://t.co/iatmmuszjj,en,[],"['viac', 'cmcsa', 'dis', 'nflx', 'aapl', 't', 'sne', 'roku', 'amzn', 'disca', 'lgf', 'twtr', 'fox', 'fb', 'goog', 'snap', 'stx', 'mgm', 'quibi', 'prime', 'hulu', 'pluto', 'tubi', 'hbo', 'fb', 'baba', 'bidu', 'iq', 'twtr', 'fubo', 'ea', 'atvi', 'msft']",FALSE,0,0,1,$GOOG
567,1.3912E+18,5/9/2021 1:24,$googl $goog $youtube is undervalued  https://t.co/5fzmckpfwh,en,[],"['googl', 'goog']",FALSE,0,0,0,$GOOG
568,1.39119E+18,5/9/2021 0:48,on the 2021-05-05  -&gt; pichai sundar (chief executive officer) sold 7.08m worth of $goog stocks #goog #sec #from4 #boardsellingstocks,en,"['goog', 'sec', 'from4', 'boardsellingstocks']",['goog'],FALSE,0,0,0,$GOOG
569,1.39119E+18,5/9/2021 0:20,"$goog in +1.78% uptrend, rising for three consecutive days on may 7, 2021. view odds for this and other indicators:  https://t.co/i3lpncmulh #alphabet #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today  https://t.co/fbkhsac54l",en,"['alphabet', 'stockmarket', 'stock', 'technicalanalysis', 'money', 'trading', 'investing', 'daytrading', 'news', 'today']",['goog'],FALSE,0,0,0,$GOOG
570,1.39117E+18,5/8/2021 23:15,"$goog $ba $fb $googl                       $intc $ibb $ibm $tsla $twtr  starting with $3k, down to $1k, back up to $20k. lot of thanks to this chat-room.   https://t.co/yrb1uxcvqx  https://t.co/timkftefdo",en,[],"['goog', 'ba', 'fb', 'googl', 'intc', 'ibb', 'ibm', 'tsla', 'twtr']",FALSE,1,0,1,$GOOG
571,1.39117E+18,5/8/2021 23:09,virtual reality - providing the ability to fully immerse within a 3d virtual world.  • $fb - oculus devices • $sne - psvr • $goog - htc devices ...many more...  https://t.co/ucgvgplbs6,en,[],"['fb', 'sne', 'goog']",FALSE,5,1,0,$GOOG
572,1.39116E+18,5/8/2021 22:34,$vz $apo $goog new article : verizon media heads into uncertain future under apollo's aegis  https://t.co/gb2mk6amje get all the latest $vz related news here :  https://t.co/ysdneaxzec,en,[],"['vz', 'apo', 'goog', 'vz']",FALSE,1,0,0,$GOOG
573,1.39115E+18,5/8/2021 21:47,how to watch and stream elon musk on 'snl'  related tickers: $goog $cmcsa $fubo $dish $googl $tsla read more at:  https://t.co/q2mii3pcbr,en,[],"['goog', 'cmcsa', 'fubo', 'dish', 'googl', 'tsla']",FALSE,0,0,0,$GOOG
574,1.39114E+18,5/8/2021 21:11,#musicnews360 #biden #trump #hiphop #hiphopmusic #rap #rapmusic #trap #trapmusic #wshh #flintmichigan #detroit #lansing #grandrapids #michigan $aapl $amzn $fb $gme $goog $sqqq $tsla #letsgochamp @thecannonbriggs    https://t.co/zqiq3a0pau  https://t.co/lpzcppdba0,en,"['musicnews360', 'biden', 'trump', 'hiphop', 'hiphopmusic', 'rap', 'rapmusic', 'trap', 'trapmusic', 'wshh', 'flintmichigan', 'detroit', 'lansing', 'grandrapids', 'michigan', 'letsgochamp']","['aapl', 'amzn', 'fb', 'gme', 'goog', 'sqqq', 'tsla']",FALSE,0,0,4,$GOOG
