,Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,"search ",tokens,trend
329,337,1.39182e+18,2021-05-10,"alphabet, facebook shares decline on citi rating downgrade over ad revenue growth concerns: bloomberg | $c $fb $goog $googl $pins $roku $snap $twtr",en,[],"['c', 'fb', 'goog', 'googl', 'pins', 'roku', 'snap', 'twtr']",False,0.0,0.0,0.0,"$GOOG","['alphabet,', 'facebook', 'share', 'decline', 'citi', 'rating', 'downgrade', 'ad', 'revenue', 'growth', 'concerns:', 'bloomberg', '$c', '$fb', '$goog', '$googl', '$pins', '$roku', '$snap', '$twtr']",negative
335,343,1.39182e+18,2021-05-10,bought a bit more $ghvi $twst &amp; $pltr today. why?  1. $ghvi i think people are hugely underestimating the insane tam and the fact that due to their tech they can easily expand to more industries  2. $pltr in my opinion pltr could be a top 3 ai company following $tsla and $goog.,en,[],"['ghvi', 'twst', 'pltr', 'ghvi', 'pltr', 'tsla', 'goog']",False,0.0,1.0,0.0,"$GOOG","['bought', 'bit', '$ghvi', '$twst', '&amp;', '$pltr', 'today.', 'why?', '1.', '$ghvi', 'think', 'people', 'hugely', 'underestimating', 'insane', 'tam', 'fact', 'due', 'tech', 'easily', 'expand', 'industry', '2.', '$pltr', 'opinion', 'pltr', 'could', 'top', '3', 'ai', 'company', 'following', '$tsla', '$goog.']",positive
337,345,1.39181e+18,2021-05-10,"#microsoft, #amazon, #google have all seen their market capitalisation failing to break $2 trln. #tesla never made it near $900 bn.   #bitcoin + #ethereum &gt; $1.5 trln  $tsla $msft $amzn $goog",en,"['microsoft', 'amazon', 'google', 'tesla', 'bitcoin', 'ethereum']","['tsla', 'msft', 'amzn', 'goog']",False,5.0,1.0,0.0,"$GOOG","['#microsoft,', '#amazon,', '#google', 'seen', 'market', 'capitalisation', 'failing', 'break', '$2', 'trln.', '#tesla', 'never', 'made', 'near', '$900', 'bn.', '#bitcoin', '#ethereum', '&gt;', '$1.5', 'trln', '$tsla', '$msft', '$amzn', '$goog']",negative
338,346,1.39181e+18,2021-05-10,$coin is now my #1 top pick on wall street. it has now moved up one notch from #2 to #1 over $goog at the current price point and valuation moving forward from here coin’s upside percentage possibility is now greater than any stock that i research. 🔬🧐  https://t.co/ivpkaded5s,en,[],"['coin', 'goog']",False,4.0,1.0,0.0,"$GOOG","['$coin', '#1', 'top', 'pick', 'wall', 'street.', 'moved', 'one', 'notch', '#2', '#1', '$goog', 'current', 'price', 'point', 'valuation', 'moving', 'forward', 'coin’s', 'upside', 'percentage', 'possibility', 'greater', 'stock', 'research.', '🔬🧐', 'https://t.co/ivpkaded5s']",positive
346,355,1.3918e+18,2021-05-10,$ttd disaster why this isn't killing $goog is beyond,en,[],"['ttd', 'goog']",False,0.0,0.0,0.0,"$GOOG","['$ttd', 'disaster', 'killing', '$goog', 'beyond']",negative
352,361,1.3918e+18,2021-05-10,"@retaox amzn, msft, and aapl have way less regulatory, product concentration, or terminal value risk imo.   disclaimer: this does not mean i think $fb or $goog are bad investments.",en,[],"['fb', 'goog']",False,8.0,2.0,0.0,"$GOOG","['@retaox', 'amzn,', 'msft,', 'aapl', 'way', 'le', 'regulatory,', 'product', 'concentration,', 'terminal', 'value', 'risk', 'imo.', 'disclaimer:', 'mean', 'think', '$fb', '$goog', 'bad', 'investments.']",negative
354,363,1.3918e+18,2021-05-10,"@retaox both $msft and $aapl have traded at much cheaper multiples in the last 5 years or so, i still remember folks thinking $aapl was basically a toaster company with stagnant revs. i agree that it's hard not to like $fb and $goog having more global exposure and cheaper valuations.",en,[],"['msft', 'aapl', 'aapl', 'fb', 'goog']",False,1.0,1.0,0.0,"$GOOG","['@retaox', '$msft', '$aapl', 'traded', 'much', 'cheaper', 'multiple', 'last', '5', 'year', 'so,', 'still', 'remember', 'folk', 'thinking', '$aapl', 'basically', 'toaster', 'company', 'stagnant', 'revs.', 'agree', 'hard', 'like', '$fb', '$goog', 'global', 'exposure', 'cheaper', 'valuations.']",negative
365,374,1.39179e+18,2021-05-10,$fb and $goog both downgraded today.  yeah right ….,en,[],"['fb', 'goog']",False,6.0,2.0,0.0,"$GOOG","['$fb', '$goog', 'downgraded', 'today.', 'yeah', 'right', '….']",negative
366,375,1.39179e+18,2021-05-10,update. my $pypl idea is doing well. $goog break even. and $amzn not as good.,en,[],"['pypl', 'goog', 'amzn']",False,1.0,0.0,0.0,"$GOOG","['update.', '$pypl', 'idea', 'well.', '$goog', 'break', 'even.', '$amzn', 'good.']",negative
372,383,1.39178e+18,2021-05-10,"$nvda $fb $goog $nflx  still too high.   dow climbs 250 points to all-time high, but sell-off in big tech drags nasdaq down 1.5%  https://t.co/7rpgsa4o7j",en,[],"['nvda', 'fb', 'goog', 'nflx']",False,0.0,0.0,0.0,"$GOOG","['$nvda', '$fb', '$goog', '$nflx', 'still', 'high.', 'dow', 'climb', '250', 'point', 'all-time', 'high,', 'sell-off', 'big', 'tech', 'drag', 'nasdaq', '1.5%', 'https://t.co/7rpgsa4o7j']",negative
376,387,1.39177e+18,2021-05-10,"today top flow in #nasdaq #nasdaq100, buy flow &amp; sell flow $amzn $bkng $jd $cmcsa $csco $amgn $amd $pcar $mu $regn $tsla $fb $aapl $nvda $pdd $meli $intu $goog $swks $mrna #stock #stocks #stockmarket #investment #investing  https://t.co/gr3yvqq4oy  https://t.co/pxwonl3wwx",en,"['nasdaq', 'nasdaq100', 'stock', 'stocks', 'stockmarket', 'investment', 'investing']","['amzn', 'bkng', 'jd', 'cmcsa', 'csco', 'amgn', 'amd', 'pcar', 'mu', 'regn', 'tsla', 'fb', 'aapl', 'nvda', 'pdd', 'meli', 'intu', 'goog', 'swks', 'mrna']",False,0.0,0.0,0.0,"$GOOG","['today', 'top', 'flow', '#nasdaq', '#nasdaq100,', 'buy', 'flow', '&amp;', 'sell', 'flow', '$amzn', '$bkng', '$jd', '$cmcsa', '$csco', '$amgn', '$amd', '$pcar', '$mu', '$regn', '$tsla', '$fb', '$aapl', '$nvda', '$pdd', '$meli', '$intu', '$goog', '$swks', '$mrna', '#stock', '#stocks', '#stockmarket', '#investment', '#investing', 'https://t.co/gr3yvqq4oy', 'https://t.co/pxwonl3wwx']",positive
378,389,1.39177e+18,2021-05-10,some great names on discount today... overblown sell off... buy the dip  $spy $qqq $pltr $kern $plby $amd $goog $grub $fcx $msft  and look at the big boys.... $tsla -4% or $28 $fb -4% or $13.23 $amzn -2.4% or $77.6 $nflx -2.% or $10  https://t.co/ywtklofkvw,en,[],"['spy', 'qqq', 'pltr', 'kern', 'plby', 'amd', 'goog', 'grub', 'fcx', 'msft', 'tsla', 'fb', 'amzn', 'nflx']",False,1.0,0.0,0.0,"$GOOG","['great', 'name', 'discount', 'today...', 'overblown', 'sell', 'off...', 'buy', 'dip', '$spy', '$qqq', '$pltr', '$kern', '$plby', '$amd', '$goog', '$grub', '$fcx', '$msft', 'look', 'big', 'boys....', '$tsla', '-4%', '$28', '$fb', '-4%', '$13.23', '$amzn', '-2.4%', '$77.6', '$nflx', '-2.%', '$10', 'https://t.co/ywtklofkvw']",positive
382,393,1.39177e+18,2021-05-10,cash hurts until this happens:  $msft $aapl $fb $goog $amzn  https://t.co/4vlvg3skq8,en,[],"['msft', 'aapl', 'fb', 'goog', 'amzn']",False,2.0,0.0,0.0,"$GOOG","['cash', 'hurt', 'happens:', '$msft', '$aapl', '$fb', '$goog', '$amzn', 'https://t.co/4vlvg3skq8']",negative
383,394,1.39177e+18,2021-05-10,$fb down 10% from earnings high and now below its pre-earnings level. nobody wants tech right now as the generally strong earnings and guidance from $goog $amzn $aapl $msft got sold. caution flag for $spx as banks alone are not enough to sustain overbought conditions.,en,[],"['fb', 'goog', 'amzn', 'aapl', 'msft', 'spx']",False,1.0,0.0,0.0,"$GOOG","['$fb', '10%', 'earnings', 'high', 'pre-earnings', 'level.', 'nobody', 'want', 'tech', 'right', 'generally', 'strong', 'earnings', 'guidance', '$goog', '$amzn', '$aapl', '$msft', 'got', 'sold.', 'caution', 'flag', '$spx', 'bank', 'alone', 'enough', 'sustain', 'overbought', 'conditions.']",positive
384,395,1.39176e+18,2021-05-10,"alphabet, facebook downgrades among today's top calls on wall street $goog $googl $fb $roku $intc $amd $lyft $viac $viaca $orcl  https://t.co/r6gsclumcb",en,[],"['goog', 'googl', 'fb', 'roku', 'intc', 'amd', 'lyft', 'viac', 'viaca', 'orcl']",False,0.0,0.0,1.0,"$GOOG","['alphabet,', 'facebook', 'downgrade', 'among', ""today's"", 'top', 'call', 'wall', 'street', '$goog', '$googl', '$fb', '$roku', '$intc', '$amd', '$lyft', '$viac', '$viaca', '$orcl', 'https://t.co/r6gsclumcb']",negative
385,396,1.39176e+18,2021-05-10,fly intel: top five analyst downgrades $fb $orcl $intc $cah $goog $googl  https://t.co/krat99jvgy,en,[],"['fb', 'orcl', 'intc', 'cah', 'goog', 'googl']",False,0.0,0.0,1.0,"$GOOG","['fly', 'intel:', 'top', 'five', 'analyst', 'downgrade', '$fb', '$orcl', '$intc', '$cah', '$goog', '$googl', 'https://t.co/krat99jvgy']",negative
390,401,1.39176e+18,2021-05-10,"today top flow in #nasdaq #nasdaq100, buy flow &amp; sell flow $amzn $msft $bkng $amd $cmcsa $regn $csco $pcar $amgn $orly $tsla $fb $aapl $nvda $meli $intu $mrna $nflx $goog $swks #stock #stocks #stockmarket #investment #investing  https://t.co/5je2nlrw3b  https://t.co/ba9krwzyi8",en,"['nasdaq', 'nasdaq100', 'stock', 'stocks', 'stockmarket', 'investment', 'investing']","['amzn', 'msft', 'bkng', 'amd', 'cmcsa', 'regn', 'csco', 'pcar', 'amgn', 'orly', 'tsla', 'fb', 'aapl', 'nvda', 'meli', 'intu', 'mrna', 'nflx', 'goog', 'swks']",False,1.0,1.0,0.0,"$GOOG","['today', 'top', 'flow', '#nasdaq', '#nasdaq100,', 'buy', 'flow', '&amp;', 'sell', 'flow', '$amzn', '$msft', '$bkng', '$amd', '$cmcsa', '$regn', '$csco', '$pcar', '$amgn', '$orly', '$tsla', '$fb', '$aapl', '$nvda', '$meli', '$intu', '$mrna', '$nflx', '$goog', '$swks', '#stock', '#stocks', '#stockmarket', '#investment', '#investing', 'https://t.co/5je2nlrw3b', 'https://t.co/ba9krwzyi8']",positive
394,405,1.39176e+18,2021-05-10,another friendly reminder - you are not an expert for predicting an individual stock to fall when the whole growth market is tanking. take a lap   $tsla $se $cciv $pltr $lotz $net $rsi $tdoc $pton $sq $roku $aapl $goog $ba $baba $shop $twlo $amzn,en,[],"['tsla', 'se', 'cciv', 'pltr', 'lotz', 'net', 'rsi', 'tdoc', 'pton', 'sq', 'roku', 'aapl', 'goog', 'ba', 'baba', 'shop', 'twlo', 'amzn']",False,4.0,0.0,1.0,"$GOOG","['another', 'friendly', 'reminder', 'expert', 'predicting', 'individual', 'stock', 'fall', 'whole', 'growth', 'market', 'tanking.', 'take', 'lap', '$tsla', '$se', '$cciv', '$pltr', '$lotz', '$net', '$rsi', '$tdoc', '$pton', '$sq', '$roku', '$aapl', '$goog', '$ba', '$baba', '$shop', '$twlo', '$amzn']",positive
396,407,1.39176e+18,2021-05-10,"alphabet, facebook downgrades among today's top calls on wall street $goog $googl $fb $roku $intc $amd $lyft $viac $viaca $orcl",en,[],"['goog', 'googl', 'fb', 'roku', 'intc', 'amd', 'lyft', 'viac', 'viaca', 'orcl']",False,0.0,0.0,0.0,"$GOOG","['alphabet,', 'facebook', 'downgrade', 'among', ""today's"", 'top', 'call', 'wall', 'street', '$goog', '$googl', '$fb', '$roku', '$intc', '$amd', '$lyft', '$viac', '$viaca', '$orcl']",negative
404,415,1.39175e+18,2021-05-10,"$nysi $qqq $dia $fb $goog $xlf $xle $usd  $ndx  #es_f $tsla $btc $vix $iwm $rut $xlf  $gld $gdx $slv $xop $pall $spx /es strong resistance 4211 has failed on friday and became a support.resistance is 4240.upside target is 4255,rsi is overbought.",en,['es_f'],"['nysi', 'qqq', 'dia', 'fb', 'goog', 'xlf', 'xle', 'usd', 'ndx', 'tsla', 'btc', 'vix', 'iwm', 'rut', 'xlf', 'gld', 'gdx', 'slv', 'xop', 'pall', 'spx']",False,1.0,0.0,0.0,"$GOOG","['$nysi', '$qqq', '$dia', '$fb', '$goog', '$xlf', '$xle', '$usd', '$ndx', '#es_f', '$tsla', '$btc', '$vix', '$iwm', '$rut', '$xlf', '$gld', '$gdx', '$slv', '$xop', '$pall', '$spx', '/es', 'strong', 'resistance', '4211', 'failed', 'friday', 'became', 'support.resistance', '4240.upside', 'target', '4255,rsi', 'overbought.']",positive
406,417,1.39174e+18,2021-05-10,youtube's ad business is almost matching netflix in revenue $goog $nflx  https://t.co/rkangqui5r,en,[],"['goog', 'nflx']",False,0.0,0.0,0.0,"$GOOG","[""youtube's"", 'ad', 'business', 'almost', 'matching', 'netflix', 'revenue', '$goog', '$nflx', 'https://t.co/rkangqui5r']",uncertainty
412,423,1.39174e+18,2021-05-10,"the faang stocks are deserving of their multiples  look at their earnings, and sell them at your own risk  timing the market never works  all up &amp; to the right &amp; up 10x over past ten yrs  $fb $amzn $aapl  $nvda  $goog $msft  $arkk portfolio way riskier, some positions will lose",en,[],"['fb', 'amzn', 'aapl', 'nvda', 'goog', 'msft', 'arkk']",False,0.0,0.0,0.0,"$GOOG","['faang', 'stock', 'deserving', 'multiple', 'look', 'earnings,', 'sell', 'risk', 'timing', 'market', 'never', 'work', '&amp;', 'right', '&amp;', '10x', 'past', 'ten', 'yr', '$fb', '$amzn', '$aapl', '$nvda', '$goog', '$msft', '$arkk', 'portfolio', 'way', 'riskier,', 'position', 'lose']",negative
413,424,1.39174e+18,2021-05-10,$goog twitter sentiment on 9 may 2021 was: ▒ positive 39.4% █ negative 11.1% ░ neutral 49.4% ▒▒▒▒▒▒▒▒██░░░░░░░░░░,en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['$goog', 'twitter', 'sentiment', '9', 'may', '2021', 'was:', '▒', 'positive', '39.4%', '█', 'negative', '11.1%', '░', 'neutral', '49.4%', '▒▒▒▒▒▒▒▒██░░░░░░░░░░']",uncertainty
417,428,1.39174e+18,2021-05-10,"citigroup downgrades alphabet to neutral, announces $2415 price target  related tickers: $googl $goog read more at:  https://t.co/dd3ezvqcop",en,[],"['googl', 'goog']",False,0.0,0.0,0.0,"$GOOG","['citigroup', 'downgrade', 'alphabet', 'neutral,', 'announces', '$2415', 'price', 'target', 'related', 'tickers:', '$googl', '$goog', 'read', 'at:', 'https://t.co/dd3ezvqcop']",negative
421,432,1.39173e+18,2021-05-10,$goog citigroup analyst jason bazinet downgrades alphabet from buy to neutral and announces $2415 price target.,en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['$goog', 'citigroup', 'analyst', 'jason', 'bazinet', 'downgrade', 'alphabet', 'buy', 'neutral', 'announces', '$2415', 'price', 'target.']",positive
425,439,1.39173e+18,2021-05-10,$fb $goog $googl - alphabet and facebook downgraded at citi amid high ad expectations  https://t.co/7cn9hi1hq7,en,[],"['fb', 'goog', 'googl']",False,0.0,0.0,1.0,"$GOOG","['$fb', '$goog', '$googl', 'alphabet', 'facebook', 'downgraded', 'citi', 'amid', 'high', 'ad', 'expectation', 'https://t.co/7cn9hi1hq7']",negative
430,444,1.39173e+18,2021-05-10,"twit overvalued by 50% in the same stage as before great crash with dismal economic recovery, 25 ml unemployment, including small biz, unprecedented fed deficit $qqq $msft $goog $aapl $amzn $nflx $tsla $fb  https://t.co/jufkqryrcg",en,[],"['qqq', 'msft', 'goog', 'aapl', 'amzn', 'nflx', 'tsla', 'fb']",False,0.0,0.0,0.0,"$GOOG","['twit', 'overvalued', '50%', 'stage', 'great', 'crash', 'dismal', 'economic', 'recovery,', '25', 'ml', 'unemployment,', 'including', 'small', 'biz,', 'unprecedented', 'fed', 'deficit', '$qqq', '$msft', '$goog', '$aapl', '$amzn', '$nflx', '$tsla', '$fb', 'https://t.co/jufkqryrcg']",negative
432,446,1.39173e+18,2021-05-10,$googl $goog |  citigroup cuts alphabet inc to neutral from buy,en,[],"['googl', 'goog']",False,14.0,0.0,8.0,"$GOOG","['$googl', '$goog', 'citigroup', 'cut', 'alphabet', 'inc', 'neutral', 'buy']",positive
435,449,1.39172e+18,2021-05-10,"citi analyst jason bazinet downgraded alphabet (googl) to neutral from buy with an unchanged price target of $2,415.  $goog",en,[],['goog'],False,2.0,1.0,1.0,"$GOOG","['citi', 'analyst', 'jason', 'bazinet', 'downgraded', 'alphabet', '(googl)', 'neutral', 'buy', 'unchanged', 'price', 'target', '$2,415.', '$goog']",positive
436,450,1.39172e+18,2021-05-10,$fb $goog facebook downgraded at citi with google on concerns over expectations citi analyst jason bazinet downgraded facebook (fb) to neutral from buy with an unchanged price target of $320.,en,[],"['fb', 'goog']",False,2.0,3.0,1.0,"$GOOG","['$fb', '$goog', 'facebook', 'downgraded', 'citi', 'google', 'concern', 'expectation', 'citi', 'analyst', 'jason', 'bazinet', 'downgraded', 'facebook', '(fb)', 'neutral', 'buy', 'unchanged', 'price', 'target', '$320.']",negative
438,453,1.39171e+18,2021-05-10,"the dominance of $aapl $amzn $msft $goog and $fb in one chart. the sales growth has been impressive. will it continue, or will regulators step in to curb the big tech power with tighter antitrust enforcements? #faamg ht @priapusiq  https://t.co/kgc1fdlqa6",en,['faamg'],"['aapl', 'amzn', 'msft', 'goog', 'fb']",False,24.0,3.0,2.0,"$GOOG","['dominance', '$aapl', '$amzn', '$msft', '$goog', '$fb', 'one', 'chart.', 'sale', 'growth', 'impressive.', 'continue,', 'regulator', 'step', 'curb', 'big', 'tech', 'power', 'tighter', 'antitrust', 'enforcements?', '#faamg', 'ht', '@priapusiq', 'https://t.co/kgc1fdlqa6']",negative
440,455,1.39171e+18,2021-05-10,citi downgrades google and facebook on bullish sell-side expectations  $goog $googl,en,[],"['goog', 'googl']",False,0.0,0.0,0.0,"$GOOG","['citi', 'downgrade', 'google', 'facebook', 'bullish', 'sell-side', 'expectation', '$goog', '$googl']",positive
441,456,1.39171e+18,2021-05-10,facebook downgraded at citi with google on concerns over expectations $fb $goog $googl $roku,en,[],"['fb', 'goog', 'googl', 'roku']",False,0.0,0.0,0.0,"$GOOG","['facebook', 'downgraded', 'citi', 'google', 'concern', 'expectation', '$fb', '$goog', '$googl', '$roku']",negative
442,457,1.39171e+18,2021-05-10,"weakness early in tech. if new swing lows are needed on $nq and $qqq, here's what it could look like for a name like $goog, blue count.  breaking $331.30 on $qqq would be my stop level for all long tech positions.  https://t.co/mqjbliznde",en,[],"['nq', 'qqq', 'goog', 'qqq']",False,9.0,0.0,0.0,"$GOOG","['weakness', 'early', 'tech.', 'new', 'swing', 'low', 'needed', '$nq', '$qqq,', ""here's"", 'could', 'look', 'like', 'name', 'like', '$goog,', 'blue', 'count.', 'breaking', '$331.30', '$qqq', 'would', 'stop', 'level', 'long', 'tech', 'positions.', 'https://t.co/mqjbliznde']",negative
443,458,1.39171e+18,2021-05-10,"citi downgrades facebook and google, says ad market expectations are too bullish $fb $goog  https://t.co/1e4047jech",en,[],"['fb', 'goog']",False,1.0,0.0,0.0,"$GOOG","['citi', 'downgrade', 'facebook', 'google,', 'say', 'ad', 'market', 'expectation', 'bullish', '$fb', '$goog', 'https://t.co/1e4047jech']",positive
445,460,1.3917e+18,2021-05-10,"good morning!  futures mixed, tech down  $lyft u/g outperform @ daiwa   $msft pentagon weighs ending jedi cloud project amid amazon court fight  $fb d/g neutral @ citi   $goog d/g neutral @citi   $orcl d/g equal weight @ barclays",en,[],"['lyft', 'msft', 'fb', 'goog', 'orcl']",False,38.0,3.0,10.0,"$GOOG","['good', 'morning!', 'future', 'mixed,', 'tech', '$lyft', 'u/g', 'outperform', 'daiwa', '$msft', 'pentagon', 'weighs', 'ending', 'jedi', 'cloud', 'project', 'amid', 'amazon', 'court', 'fight', '$fb', 'd/g', 'neutral', 'citi', '$goog', 'd/g', 'neutral', '@citi', '$orcl', 'd/g', 'equal', 'weight', 'barclays']",positive
447,462,1.39168e+18,2021-05-10,"@snuggleswashere @typointoh don't listen to her she is a charlotten 🤣  but seriously, if this is ur first investment then buy $goog or $aapl and hold.  get a taste of slow but sure gains then venture to more risk/reward stocks.",en,[],"['goog', 'aapl']",False,0.0,0.0,0.0,"$GOOG","['@snuggleswashere', '@typointoh', 'listen', 'charlotten', '🤣', 'seriously,', 'ur', 'first', 'investment', 'buy', '$goog', '$aapl', 'hold.', 'get', 'taste', 'slow', 'sure', 'gain', 'venture', 'risk/reward', 'stocks.']",positive
449,464,1.39167e+18,2021-05-10,$goog sell signal  https://t.co/j2srwobtkq,en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['$goog', 'sell', 'signal', 'https://t.co/j2srwobtkq']",negative
460,475,1.39161e+18,2021-05-10,"doubtful tickers for the week (based solely on charts):  $aapl      $amzn $f  $fb  $goog $nio $spy $rblx $shop $sq  and, a few more with potential: $ups $fdx $khc   #stocks #tradingview",en,"['stocks', 'tradingview']","['aapl', 'amzn', 'f', 'fb', 'goog', 'nio', 'spy', 'rblx', 'shop', 'sq', 'ups', 'fdx', 'khc']",False,1.0,0.0,2.0,"$GOOG","['doubtful', 'ticker', 'week', '(based', 'solely', 'charts):', '$aapl', '$amzn', '$f', '$fb', '$goog', '$nio', '$spy', '$rblx', '$shop', '$sq', 'and,', 'potential:', '$ups', '$fdx', '$khc', '#stocks', '#tradingview']",negative
461,476,1.3916e+18,2021-05-10,@biomaven haven’t you figured that @dnc doesn’t care about poor kids anymore than $fb $goog or $twtr does.,en,[],"['fb', 'goog', 'twtr']",False,1.0,0.0,1.0,"$GOOG","['@biomaven', 'haven’t', 'figured', '@dnc', 'doesn’t', 'care', 'poor', 'kid', 'anymore', '$fb', '$goog', '$twtr', 'does.']",negative
473,489,1.39154e+18,2021-05-09,"my extremely short focus list this week: 'a': $wal $wsm $anf 'b': $orgo $aso  that's it. i'm really just looking for possibly actionable stocks here, but there are plenty of stocks that are showing leadership + trending: $zim $goog $den $ccs $fnko $rvlv $atkr to name a few.",en,[],"['wal', 'wsm', 'anf', 'orgo', 'aso', 'zim', 'goog', 'den', 'ccs', 'fnko', 'rvlv', 'atkr']",False,2.0,0.0,0.0,"$GOOG","['extremely', 'short', 'focus', 'list', 'week:', ""'a':"", '$wal', '$wsm', '$anf', ""'b':"", '$orgo', '$aso', ""that's"", 'it.', ""i'm"", 'really', 'looking', 'possibly', 'actionable', 'stock', 'here,', 'plenty', 'stock', 'showing', 'leadership', 'trending:', '$zim', '$goog', '$den', '$ccs', '$fnko', '$rvlv', '$atkr', 'name', 'few.']",positive
487,503,1.39151e+18,2021-05-09,@jcobbz7 love buffett but there are a lot of questionable sells over the years: buying us air in the 1980's missing $msft yet best friends w gates for 30 years failures in all tech $amzn $goog and late in $aapl  selling costco 2020 2/x,en,[],"['msft', 'amzn', 'goog', 'aapl']",False,1.0,1.0,0.0,"$GOOG","['@jcobbz7', 'love', 'buffett', 'lot', 'questionable', 'sell', 'years:', 'buying', 'u', 'air', ""1980's"", 'missing', '$msft', 'yet', 'best', 'friend', 'w', 'gate', '30', 'year', 'failure', 'tech', '$amzn', '$goog', 'late', '$aapl', 'selling', 'costco', '2020', '2/x']",negative
495,511,1.39149e+18,2021-05-09,here are the most popular stocks to watch in may 2021:   $aapl #aapl 🍎 $nvda #nvda 💾 $msft #msft 🖥 $goog #goog 🔎 $tsla #tsla 🏎 $amzn #amzn 🛍️ $dis #dis 🏰 $jpm #jpm 💵 $t #t 🌐  comment below your favorite stock(s) to watch! 👇🏽  https://t.co/enpvt3imfi,en,"['aapl', 'nvda', 'msft', 'goog', 'tsla', 'amzn', 'dis', 'jpm', 't']","['aapl', 'nvda', 'msft', 'goog', 'tsla', 'amzn', 'dis', 'jpm', 't']",False,14.0,3.0,0.0,"$GOOG","['popular', 'stock', 'watch', 'may', '2021:', '$aapl', '#aapl', '🍎', '$nvda', '#nvda', '💾', '$msft', '#msft', '🖥', '$goog', '#goog', '🔎', '$tsla', '#tsla', '🏎', '$amzn', '#amzn', '🛍️', '$dis', '#dis', '🏰', '$jpm', '#jpm', '💵', '$t', '#t', '🌐', 'comment', 'favorite', 'stock(s)', 'watch!', '👇🏽', 'https://t.co/enpvt3imfi']",positive
504,520,1.39147e+18,2021-05-09,the default will be to extrapolate story of @aol and @yahoo to $fb and $goog but think that's a mistake.  1st mover advantage is sometimes a disadvantage and current platforms have such scale that only thing to break it is gov't action - which is coming...  https://t.co/oyrnuvp9rb,en,[],"['fb', 'goog']",False,2.0,2.0,0.0,"$GOOG","['default', 'extrapolate', 'story', '@aol', '@yahoo', '$fb', '$goog', 'think', ""that's"", 'mistake.', '1st', 'mover', 'advantage', 'sometimes', 'disadvantage', 'current', 'platform', 'scale', 'thing', 'break', ""gov't"", 'action', 'coming...', 'https://t.co/oyrnuvp9rb']",negative
508,524,1.39146e+18,2021-05-09,4 top #streamingstocks to watch in may @themotleyfool #stocks $nflx $dis $disck $roku $disca  https://t.co/jfklunwjqu $disca $viac $amcx $cmcsa $foxa $amzn $dis $aapl $goog,en,"['streamingstocks', 'stocks']","['nflx', 'dis', 'disck', 'roku', 'disca', 'disca', 'viac', 'amcx', 'cmcsa', 'foxa', 'amzn', 'dis', 'aapl', 'goog']",False,0.0,0.0,0.0,"$GOOG","['4', 'top', '#streamingstocks', 'watch', 'may', '@themotleyfool', '#stocks', '$nflx', '$dis', '$disck', '$roku', '$disca', 'https://t.co/jfklunwjqu', '$disca', '$viac', '$amcx', '$cmcsa', '$foxa', '$amzn', '$dis', '$aapl', '$goog']",uncertainty
516,532,1.39142e+18,2021-05-09,"i was assigned 2 short calls months ago and continue to hold -200 $csco through dividends and all. have been selling covered calls offsetting divs. fundamentally i am convinced it will correct back down to $40s: old incumbent, saturated market/huawei, $amzn $goog have custom sdns",en,[],"['csco', 'amzn', 'goog']",False,3.0,1.0,0.0,"$GOOG","['assigned', '2', 'short', 'call', 'month', 'ago', 'continue', 'hold', '-200', '$csco', 'dividend', 'all.', 'selling', 'covered', 'call', 'offsetting', 'divs.', 'fundamentally', 'convinced', 'correct', 'back', '$40s:', 'old', 'incumbent,', 'saturated', 'market/huawei,', '$amzn', '$goog', 'custom', 'sdns']",uncertainty
535,551,1.39138e+18,2021-05-09,$goog twitter sentiment on 8 may 2021 was: ▒ positive 40.4% █ negative 11.9% ░ neutral 47.7% ▒▒▒▒▒▒▒▒██░░░░░░░░░░,en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['$goog', 'twitter', 'sentiment', '8', 'may', '2021', 'was:', '▒', 'positive', '40.4%', '█', 'negative', '11.9%', '░', 'neutral', '47.7%', '▒▒▒▒▒▒▒▒██░░░░░░░░░░']",uncertainty
543,559,1.39127e+18,2021-05-09,@scottwapnercnbc can you take $goog seriously whilst the market 🚀’s gme? of course,en,[],['goog'],False,1.0,0.0,0.0,"$GOOG","['@scottwapnercnbc', 'take', '$goog', 'seriously', 'whilst', 'market', '🚀’s', 'gme?', 'course']",negative
544,560,1.39126e+18,2021-05-09,"$goog there are some interesting stocks that are getting way undervalued by analysts  -  which oversold stock  this  week will break out?, is it bargain hunting time - rsi  reflecting possible bull runs!!   https://t.co/sq86jqjlav",en,[],['goog'],False,1.0,0.0,0.0,"$GOOG","['$goog', 'interesting', 'stock', 'getting', 'way', 'undervalued', 'analyst', 'oversold', 'stock', 'week', 'break', 'out?,', 'bargain', 'hunting', 'time', 'rsi', 'reflecting', 'possible', 'bull', 'runs!!', 'https://t.co/sq86jqjlav']",positive
